,Name,Genre,Year,reviews,min_rating,avr_rating,max_rating
822,Hedd Wyn ,Drama,1992,0.0,,,
823,"Collectionneuse, La ",Drama,1967,4.0,1.0,3.25,5.0
824,Kaspar Hauser ,Drama,1993,28.0,1.0,3.9285714285714284,5.0
825,Echte Kerle ,Comedy|Romance,1996,0.0,,,
826,Diebinnen ,Drama,1995,1.0,1.0,1.0,1.0
827,"Convent, The (Convento, O) ",Drama,1995,2.0,3.0,3.0,3.0
828,"Adventures of Pinocchio, The ",Adventure|Children's,1996,54.0,1.0,2.9074074074074074,5.0
829,Joe's Apartment ,Comedy|Musical,1996,131.0,1.0,2.2900763358778624,5.0
830,"First Wives Club, The ",Comedy,1996,295.0,1.0,2.952542372881356,5.0
831,Stonewall ,Drama,1995,20.0,1.0,3.85,5.0
832,Ransom ,Drama|Thriller,1996,564.0,1.0,3.478723404255319,5.0
833,High School High ,Comedy,1996,78.0,1.0,2.1794871794871793,4.0
834,Phat Beach ,Comedy,1996,4.0,1.0,2.0,3.0
835,Foxfire ,Drama,1996,103.0,1.0,3.1262135922330097,5.0
836,Chain Reaction ,Action|Adventure|Thriller,1996,237.0,1.0,2.654008438818565,5.0
837,Matilda ,Children's|Comedy,1996,218.0,1.0,3.477064220183486,5.0
838,Emma ,Comedy|Drama|Romance,1996,501.0,1.0,3.8802395209580838,5.0
839,"Crow: City of Angels, The ",Action|Thriller,1996,135.0,1.0,2.214814814814815,5.0
840,House Arrest ,Comedy,1996,50.0,1.0,2.56,5.0
841,Eyes Without a Face ,Horror,1959,25.0,1.0,3.4,5.0
842,Tales from the Crypt Presents: Bordello of Blood ,Horror,1996,151.0,1.0,2.589403973509934,5.0
843,Lotto Land ,Drama,1995,1.0,1.0,1.0,1.0
844,"Story of Xinghua, The ",Drama,1993,7.0,2.0,3.5714285714285716,5.0
845,"Day the Sun Turned Cold, The (Tianguo niezi) ",Drama,1994,0.0,,,
846,Flirt ,Drama,1995,38.0,1.0,3.736842105263158,5.0
847,"Big Squeeze, The ",Comedy|Drama,1996,7.0,1.0,1.8571428571428572,3.0
848,"Spitfire Grill, The ",Drama,1996,156.0,1.0,3.4358974358974357,5.0
849,Escape from L.A. ,Action|Adventure|Sci-Fi|Thriller,1996,511.0,1.0,2.5107632093933465,5.0
850,Cyclo ,Crime|Drama,1995,30.0,2.0,3.6666666666666665,5.0
851,Basquiat ,Drama,1996,127.0,1.0,3.4960629921259843,5.0
852,Tin Cup ,Comedy|Romance,1996,615.0,1.0,3.221138211382114,5.0
853,Dingo ,Drama,1992,3.0,3.0,4.0,5.0
854,"Ballad of Narayama, The (Narayama Bushiko) ",Drama,1958,8.0,1.0,3.625,5.0
855,Every Other Weekend ,Drama,1990,0.0,,,
856,Mille bolle blu ,Comedy,1993,0.0,,,
857,Crows and Sparrows ,Drama,1949,0.0,,,
858,"Godfather, The ",Action|Crime|Drama,1972,2223.0,1.0,4.524966261808367,5.0
859,"Hippie Revolution, The ",Documentary,1996,1.0,2.0,2.0,2.0
860,"Maybe, Maybe Not (Bewegte Mann, Der) ",Comedy,1994,10.0,2.0,3.6,5.0
861,Supercop ,Action|Thriller,1992,273.0,1.0,3.5128205128205128,5.0
862,Manny & Lo ,Drama,1996,31.0,2.0,3.6451612903225805,5.0
863,Celestial Clockwork ,Comedy,1994,10.0,2.0,3.5,5.0
864,"Wife, The ",Comedy|Drama,1995,12.0,2.0,3.5833333333333335,5.0
865,Small Faces ,Drama,1995,1.0,2.0,2.0,2.0
866,Bound ,Crime|Drama|Romance|Thriller,1996,572.0,1.0,3.8234265734265733,5.0
867,Carpool ,Comedy|Crime,1996,24.0,1.0,2.2083333333333335,4.0
868,Death in Brunswick ,Comedy,1991,1.0,3.0,3.0,3.0
869,Kansas City ,Crime,1996,42.0,2.0,3.0952380952380953,5.0
870,Gone Fishin' ,Comedy,1997,49.0,1.0,2.183673469387755,4.0
871,Lover's Knot ,Comedy,1996,0.0,,,
872,Aiqing wansui ,Drama,1994,1.0,3.0,3.0,3.0
873,Shadow of Angels (Schatten der Engel) ,Drama,1976,0.0,,,
874,Killer: A Journal of Murder ,Crime|Drama,1995,8.0,1.0,3.125,5.0
875,Nothing to Lose ,Drama,1994,44.0,1.0,3.3863636363636362,5.0
876,Police Story 4: Project S (Chao ji ji hua) ,Action,1993,21.0,1.0,2.857142857142857,5.0
877,Girls Town ,Drama,1996,24.0,1.0,3.2916666666666665,5.0
878,Bye-Bye ,Drama,1995,1.0,4.0,4.0,4.0
879,"Relic, The ",Horror,1997,237.0,1.0,2.827004219409283,5.0
880,"Island of Dr. Moreau, The ",Sci-Fi|Thriller,1996,324.0,1.0,2.200617283950617,5.0
881,First Kid ,Children's|Comedy,1996,77.0,1.0,2.6233766233766236,5.0
882,"Trigger Effect, The ",Drama|Thriller,1996,59.0,1.0,2.711864406779661,4.0
884,Sweet Nothing ,Drama,1995,2.0,3.0,3.0,3.0
885,Bogus ,Children's|Drama|Fantasy,1996,43.0,1.0,2.5813953488372094,5.0
886,Bulletproof ,Action,1996,104.0,1.0,2.9423076923076925,5.0
887,Talk of Angels ,Drama,1998,2.0,1.0,2.5,4.0
888,Land Before Time III: The Time of the Great Giving ,Animation|Children's,1995,48.0,1.0,2.2083333333333335,5.0
889,1-900 ,Romance,1994,2.0,2.0,2.5,3.0
890,Baton Rouge ,Thriller,1988,0.0,,,
891,Halloween: The Curse of Michael Myers ,Horror|Thriller,1995,183.0,1.0,2.360655737704918,5.0
892,Twelfth Night ,Comedy|Drama|Romance,1996,152.0,1.0,3.861842105263158,5.0
893,Mother Night ,Drama,1996,69.0,1.0,3.6956521739130435,5.0
894,Liebelei ,Romance,1933,0.0,,,
895,Venice/Venice ,Drama,1992,2.0,1.0,1.0,1.0
896,Wild Reeds ,Drama,1994,51.0,1.0,3.4313725490196076,5.0
897,For Whom the Bell Tolls ,Adventure|War,1943,98.0,1.0,3.7551020408163267,5.0
898,"Philadelphia Story, The ",Comedy|Romance,1940,582.0,1.0,4.3006872852233675,5.0
899,Singin' in the Rain ,Musical|Romance,1952,751.0,1.0,4.2836218375499335,5.0
900,"American in Paris, An ",Musical|Romance,1951,343.0,1.0,3.8513119533527695,5.0
901,Funny Face ,Comedy|Musical,1957,174.0,1.0,3.6436781609195403,5.0
902,Breakfast at Tiffany's ,Drama|Romance,1961,676.0,1.0,3.908284023668639,5.0
903,Vertigo ,Mystery|Thriller,1958,905.0,1.0,4.27292817679558,5.0
904,Rear Window ,Mystery|Thriller,1954,1050.0,1.0,4.476190476190476,5.0
905,It Happened One Night ,Comedy,1934,374.0,1.0,4.280748663101604,5.0
906,Gaslight ,Mystery|Thriller,1944,187.0,1.0,4.096256684491979,5.0
907,"Gay Divorcee, The ",Comedy|Musical|Romance,1934,105.0,1.0,3.9238095238095236,5.0
908,North by Northwest ,Drama|Thriller,1959,1315.0,1.0,4.38403041825095,5.0
909,"Apartment, The ",Comedy|Drama,1960,417.0,1.0,4.127098321342926,5.0
910,Some Like It Hot ,Comedy|Crime,1959,832.0,1.0,4.300480769230769,5.0
911,Charade ,Comedy|Mystery|Romance|Thriller,1963,306.0,1.0,4.183006535947713,5.0
912,Casablanca ,Drama|Romance|War,1942,1669.0,1.0,4.412822049131217,5.0
913,"Maltese Falcon, The ",Film-Noir|Mystery,1941,1043.0,1.0,4.395973154362416,5.0
914,My Fair Lady ,Musical|Romance,1964,636.0,1.0,4.154088050314465,5.0
915,Sabrina ,Comedy|Romance,1954,365.0,1.0,3.9643835616438357,5.0
916,Roman Holiday ,Comedy|Romance,1953,425.0,1.0,4.216470588235294,5.0
917,"Little Princess, The ",Children's|Drama,1939,77.0,1.0,3.675324675324675,5.0
918,Meet Me in St. Louis ,Musical,1944,189.0,1.0,3.7936507936507935,5.0
919,"Wizard of Oz, The ",Adventure|Children's|Drama|Musical,1939,1718.0,1.0,4.247962747380675,5.0
920,Gone with the Wind ,Drama|Romance|War,1939,1156.0,1.0,3.9974048442906573,5.0
921,My Favorite Year ,Comedy,1982,302.0,1.0,3.8940397350993377,5.0
922,Sunset Blvd. (a.k.a. Sunset Boulevard) ,Film-Noir,1950,470.0,1.0,4.491489361702127,5.0
923,Citizen Kane ,Drama,1941,1116.0,1.0,4.388888888888889,5.0
924,2001: A Space Odyssey ,Drama|Mystery|Sci-Fi|Thriller,1968,1716.0,1.0,4.068764568764569,5.0
925,Golden Earrings ,Adventure|Romance,1947,12.0,1.0,3.25,5.0
926,All About Eve ,Drama,1950,403.0,1.0,4.255583126550868,5.0
927,"Women, The ",Comedy,1939,84.0,1.0,3.9761904761904763,5.0
928,Rebecca ,Romance|Thriller,1940,386.0,1.0,4.204663212435233,5.0
929,Foreign Correspondent ,Thriller,1940,93.0,1.0,3.78494623655914,5.0
930,Notorious ,Film-Noir|Romance|Thriller,1946,445.0,1.0,4.29438202247191,5.0
931,Spellbound ,Mystery|Romance|Thriller,1945,206.0,1.0,3.912621359223301,5.0
932,"Affair to Remember, An ",Romance,1957,189.0,1.0,3.9523809523809526,5.0
933,To Catch a Thief ,Comedy|Romance|Thriller,1955,443.0,1.0,4.10158013544018,5.0
934,Father of the Bride ,Comedy,1950,304.0,1.0,3.6578947368421053,5.0
935,"Band Wagon, The ",Comedy|Musical,1953,71.0,1.0,3.6338028169014085,5.0
936,Ninotchka ,Comedy|Romance,1939,132.0,1.0,4.075757575757576,5.0
937,Love in the Afternoon ,Comedy|Romance,1957,44.0,1.0,3.75,5.0
938,Gigi ,Musical,1958,187.0,1.0,3.620320855614973,5.0
939,"Reluctant Debutante, The ",Comedy|Drama,1958,11.0,1.0,3.1818181818181817,5.0
940,"Adventures of Robin Hood, The ",Action|Adventure,1938,378.0,1.0,3.9735449735449735,5.0
941,"Mark of Zorro, The ",Adventure,1940,105.0,1.0,3.704761904761905,5.0
942,Laura ,Crime|Film-Noir|Mystery,1944,292.0,2.0,4.2020547945205475,5.0
943,"Ghost and Mrs. Muir, The ",Drama|Romance,1947,171.0,1.0,3.982456140350877,5.0
944,Lost Horizon ,Drama,1937,97.0,1.0,3.7938144329896906,5.0
945,Top Hat ,Comedy|Musical|Romance,1935,251.0,1.0,4.147410358565737,5.0
946,To Be or Not to Be ,Comedy|Drama|War,1942,161.0,1.0,3.8509316770186337,5.0
947,My Man Godfrey ,Comedy,1936,188.0,1.0,4.1063829787234045,5.0
948,Giant ,Drama,1956,130.0,1.0,3.753846153846154,5.0
949,East of Eden ,Drama,1955,215.0,1.0,3.9767441860465116,5.0
950,"Thin Man, The ",Mystery,1934,292.0,1.0,4.239726027397261,5.0
951,His Girl Friday ,Comedy,1940,397.0,1.0,4.249370277078086,5.0
952,Around the World in 80 Days ,Adventure|Comedy,1956,269.0,1.0,3.6022304832713754,5.0
953,It's a Wonderful Life ,Drama,1946,729.0,1.0,4.299039780521262,5.0
954,Mr. Smith Goes to Washington ,Drama,1939,383.0,1.0,4.240208877284595,5.0
955,Bringing Up Baby ,Comedy,1938,413.0,1.0,4.169491525423729,5.0
956,Penny Serenade ,Drama|Romance,1941,40.0,1.0,3.55,5.0
957,"Scarlet Letter, The ",Drama,1926,37.0,1.0,3.2432432432432434,5.0
958,Lady of Burlesque ,Comedy|Mystery,1943,13.0,2.0,3.3846153846153846,5.0
959,Of Human Bondage ,Drama,1934,58.0,1.0,3.7413793103448274,5.0
960,Angel on My Shoulder ,Crime|Drama,1946,20.0,1.0,3.45,5.0
961,Little Lord Fauntleroy ,Drama,1936,23.0,1.0,3.4782608695652173,5.0
962,They Made Me a Criminal ,Crime|Drama,1939,11.0,1.0,3.5454545454545454,5.0
963,"Inspector General, The ",Musical,1949,54.0,1.0,3.574074074074074,5.0
964,Angel and the Badman ,Western,1947,51.0,1.0,3.392156862745098,5.0
965,"39 Steps, The ",Thriller,1935,253.0,1.0,4.075098814229249,5.0
966,"Walk in the Sun, A ",Drama,1945,6.0,3.0,4.0,5.0
967,"Outlaw, The ",Western,1943,23.0,2.0,3.260869565217391,5.0
968,Night of the Living Dead ,Horror|Sci-Fi,1968,715.0,1.0,3.6713286713286712,5.0
969,"African Queen, The ",Action|Adventure|Romance|War,1951,1057.0,1.0,4.251655629139073,5.0
970,Beat the Devil ,Comedy|Drama,1954,37.0,1.0,3.4054054054054053,5.0
971,Cat on a Hot Tin Roof ,Drama,1958,271.0,1.0,4.047970479704797,5.0
972,"Last Time I Saw Paris, The ",Drama,1954,6.0,2.0,3.1666666666666665,4.0
973,Meet John Doe ,Drama,1941,82.0,1.0,3.9146341463414633,5.0
974,Algiers ,Drama|Romance,1938,16.0,2.0,3.75,5.0
975,Something to Sing About ,Comedy|Musical,1937,2.0,1.0,1.5,2.0
976,"Farewell to Arms, A ",Romance|War,1932,56.0,1.0,3.5714285714285716,5.0
977,Moonlight Murder ,Mystery,1936,2.0,2.0,2.0,2.0
978,"Blue Angel, The (Blaue Engel, Der) ",Drama,1930,100.0,1.0,3.94,5.0
979,Nothing Personal ,Drama|War,1995,0.0,,,
980,In the Line of Duty 2 ,Action,1987,5.0,1.0,2.8,4.0
981,Dangerous Ground ,Drama,1997,4.0,1.0,2.75,5.0
982,Picnic ,Drama,1955,81.0,1.0,3.6790123456790123,5.0
983,Madagascar Skin ,Romance,1995,0.0,,,
984,"Pompatus of Love, The ",Comedy|Drama,1996,33.0,1.0,2.6666666666666665,5.0
985,Small Wonders ,Documentary,1996,4.0,2.0,3.75,5.0
986,Fly Away Home ,Adventure|Children's,1996,232.0,1.0,3.603448275862069,5.0
987,Bliss ,Drama|Romance,1997,40.0,1.0,2.9,5.0
988,Grace of My Heart ,Comedy|Drama,1996,69.0,1.0,3.3768115942028984,5.0
989,Schlafes Bruder (Brother of Sleep) ,Drama,1995,1.0,5.0,5.0,5.0
990,Maximum Risk ,Action|Adventure|Thriller,1996,54.0,1.0,2.574074074074074,4.0
991,Michael Collins ,Drama|War,1996,170.0,1.0,3.523529411764706,5.0
992,"Rich Man's Wife, The ",Thriller,1996,20.0,1.0,2.6,5.0
993,Infinity ,Drama,1996,9.0,1.0,3.111111111111111,5.0
994,Big Night ,Drama,1996,450.0,1.0,4.095555555555555,5.0
996,Last Man Standing ,Action|Drama|Western,1996,256.0,1.0,2.90625,5.0
997,Caught ,Drama|Thriller,1996,28.0,1.0,3.357142857142857,5.0
998,Set It Off ,Action|Crime,1996,93.0,1.0,3.010752688172043,5.0
999,2 Days in the Valley ,Crime,1996,286.0,1.0,3.2832167832167833,5.0
1000,Curdled ,Crime,1996,20.0,1.0,3.05,5.0
1001,"Associate, The (L'Associe)",Comedy,1982,0.0,,,
1002,Ed's Next Move ,Comedy,1996,8.0,3.0,4.25,5.0
1003,Extreme Measures ,Drama|Thriller,1996,121.0,1.0,2.9421487603305785,5.0
1004,"Glimmer Man, The ",Action|Thriller,1996,101.0,1.0,2.6633663366336635,5.0
1005,D3: The Mighty Ducks ,Children's|Comedy,1996,142.0,1.0,2.3732394366197185,5.0
1006,"Chamber, The ",Drama,1996,78.0,1.0,3.08974358974359,5.0
1007,"Apple Dumpling Gang, The ",Children's|Comedy|Western,1975,232.0,1.0,2.978448275862069,5.0
1008,"Davy Crockett, King of the Wild Frontier ",Western,1955,97.0,1.0,3.329896907216495,5.0
1009,Escape to Witch Mountain ,Adventure|Children's|Fantasy,1975,291.0,1.0,3.185567010309278,5.0
1010,"Love Bug, The ",Children's|Comedy,1969,242.0,1.0,3.268595041322314,5.0
1011,Herbie Rides Again ,Adventure|Children's|Comedy,1974,135.0,1.0,2.725925925925926,5.0
1012,Old Yeller ,Children's|Drama,1957,301.0,1.0,3.7043189368770766,5.0
1013,"Parent Trap, The ",Children's|Drama,1961,258.0,1.0,3.565891472868217,5.0
1014,Pollyanna ,Children's|Comedy|Drama,1960,136.0,1.0,3.4044117647058822,5.0
1015,Homeward Bound: The Incredible Journey ,Adventure|Children's,1993,234.0,1.0,3.3461538461538463,5.0
1016,"Shaggy Dog, The ",Children's|Comedy,1959,156.0,1.0,3.217948717948718,5.0
1017,Swiss Family Robinson ,Adventure|Children's,1960,276.0,1.0,3.5869565217391304,5.0
1018,That Darn Cat! ,Children's|Comedy|Mystery,1965,123.0,1.0,3.252032520325203,5.0
1019,"20,000 Leagues Under the Sea ",Adventure|Children's|Fantasy|Sci-Fi,1954,575.0,1.0,3.7026086956521738,5.0
1020,Cool Runnings ,Comedy,1993,392.0,1.0,3.239795918367347,5.0
1021,Angels in the Outfield ,Children's|Comedy,1994,247.0,1.0,2.769230769230769,5.0
1022,Cinderella ,Animation|Children's|Musical,1950,577.0,1.0,3.755632582322357,5.0
1023,Winnie the Pooh and the Blustery Day ,Animation|Children's,1968,221.0,1.0,3.986425339366516,5.0
1024,"Three Caballeros, The ",Animation|Children's|Musical,1945,126.0,1.0,3.246031746031746,5.0
1025,"Sword in the Stone, The ",Animation|Children's,1963,293.0,1.0,3.6109215017064846,5.0
1026,So Dear to My Heart ,Children's|Drama,1949,8.0,1.0,3.625,5.0
1027,Robin Hood: Prince of Thieves ,Drama,1991,344.0,1.0,3.1627906976744184,5.0
1028,Mary Poppins ,Children's|Comedy|Musical,1964,1011.0,1.0,3.894164193867458,5.0
1029,Dumbo ,Animation|Children's|Musical,1941,568.0,1.0,3.688380281690141,5.0
1030,Pete's Dragon ,Adventure|Animation|Children's|Musical,1977,323.0,1.0,3.0773993808049536,5.0
1031,Bedknobs and Broomsticks ,Adventure|Children's|Musical,1971,319.0,1.0,3.479623824451411,5.0
1032,Alice in Wonderland ,Animation|Children's|Musical,1951,525.0,1.0,3.697142857142857,5.0
1033,"Fox and the Hound, The ",Animation|Children's,1981,287.0,1.0,3.4494773519163764,5.0
1034,Freeway ,Crime,1996,169.0,1.0,3.6449704142011834,5.0
1035,"Sound of Music, The ",Musical,1965,882.0,1.0,3.931972789115646,5.0
1036,Die Hard ,Action|Thriller,1988,1666.0,1.0,4.121848739495798,5.0
1037,"Lawnmower Man, The ",Action|Sci-Fi|Thriller,1992,615.0,1.0,2.6601626016260163,5.0
1038,Unhook the Stars ,Drama,1996,11.0,2.0,3.272727272727273,5.0
1039,Synthetic Pleasures ,Documentary,1995,3.0,3.0,3.6666666666666665,4.0
1040,"Secret Agent, The ",Drama,1996,5.0,2.0,3.0,4.0
1041,Secrets & Lies ,Drama,1996,474.0,1.0,4.037974683544304,5.0
1042,That Thing You Do! ,Comedy,1996,528.0,1.0,3.481060606060606,5.0
1043,To Gillian on Her 37th Birthday ,Drama|Romance,1996,108.0,1.0,2.8425925925925926,5.0
1044,Surviving Picasso ,Drama,1996,35.0,1.0,3.2857142857142856,5.0
1045,Love Is All There Is ,Comedy|Drama,1996,0.0,,,
1046,Beautiful Thing ,Drama|Romance,1996,90.0,1.0,4.066666666666666,5.0
1047,"Long Kiss Goodnight, The ",Action|Thriller,1996,434.0,1.0,3.4838709677419355,5.0
1049,"Ghost and the Darkness, The ",Action|Adventure,1996,451.0,1.0,3.328159645232816,5.0
1050,Looking for Richard ,Documentary|Drama,1996,146.0,1.0,3.8219178082191783,5.0
1051,Trees Lounge ,Drama,1996,98.0,1.0,3.4183673469387754,5.0
1052,"Proprietor, The ",Drama,1996,0.0,,,
1053,Normal Life ,Crime|Drama,1996,35.0,1.0,2.914285714285714,5.0
1054,Get on the Bus ,Drama,1996,81.0,1.0,3.308641975308642,5.0
1055,Shadow Conspiracy ,Thriller,1997,19.0,1.0,2.736842105263158,5.0
1056,Jude ,Drama,1996,50.0,2.0,3.54,5.0
1057,Everyone Says I Love You ,Comedy|Musical|Romance,1996,274.0,1.0,3.5583941605839415,5.0
1058,Bitter Sugar (Azucar Amargo) ,Drama,1996,11.0,1.0,3.272727272727273,5.0
1059,William Shakespeare's Romeo and Juliet ,Drama|Romance,1996,479.0,1.0,3.4008350730688934,5.0
1060,Swingers ,Comedy|Drama,1996,786.0,1.0,3.94147582697201,5.0
1061,Sleepers ,Crime|Drama,1996,374.0,1.0,3.550802139037433,5.0
1062,"Sunchaser, The ",Drama,1996,2.0,2.0,2.5,3.0
1063,Johns ,Drama,1996,26.0,1.0,3.1538461538461537,5.0
1064,Aladdin and the King of Thieves ,Animation|Children's|Comedy,1996,209.0,1.0,2.8947368421052633,5.0
1065,"Woman in Question, The ",Mystery,1950,0.0,,,
1066,Shall We Dance? ,Comedy|Musical|Romance,1937,175.0,1.0,4.1657142857142855,5.0
1067,"Damsel in Distress, A ",Comedy|Musical|Romance,1937,23.0,1.0,3.782608695652174,5.0
1068,Crossfire ,Crime|Film-Noir,1947,35.0,1.0,3.6857142857142855,5.0
1069,"Murder, My Sweet ",Film-Noir|Thriller,1944,110.0,1.0,3.9272727272727272,5.0
1070,Macao ,Adventure,1952,2.0,3.0,3.0,3.0
1071,For the Moment ,Romance|War,1994,5.0,2.0,3.4,5.0
1073,Willy Wonka and the Chocolate Factory ,Adventure|Children's|Comedy|Fantasy,1971,1313.0,1.0,3.8613861386138613,5.0
1075,"Sexual Life of the Belgians, The ",Comedy,1994,0.0,,,
1076,"Innocents, The ",Thriller,1961,23.0,2.0,4.0,5.0
1077,Sleeper ,Comedy|Sci-Fi,1973,744.0,1.0,3.9798387096774195,5.0
1078,Bananas ,Comedy|War,1971,372.0,1.0,3.836021505376344,5.0
1079,"Fish Called Wanda, A ",Comedy,1988,1326.0,1.0,3.971342383107089,5.0
1080,Monty Python's Life of Brian ,Comedy,1979,926.0,1.0,4.018358531317495,5.0
1081,Victor/Victoria ,Comedy|Musical,1982,434.0,1.0,3.6175115207373274,5.0
1082,"Candidate, The ",Drama,1972,154.0,2.0,3.7012987012987013,5.0
1083,"Great Race, The ",Comedy|Musical,1965,164.0,1.0,3.5304878048780486,5.0
1084,Bonnie and Clyde ,Crime|Drama,1967,686.0,1.0,4.096209912536443,5.0
1085,"Old Man and the Sea, The ",Adventure|Drama,1958,131.0,1.0,3.7786259541984735,5.0
1086,Dial M for Murder ,Mystery|Thriller,1954,379.0,1.0,4.079155672823219,5.0
1087,Madame Butterfly ,Musical,1995,18.0,1.0,3.4444444444444446,5.0
1088,Dirty Dancing ,Musical|Romance,1987,687.0,1.0,3.3114992721979624,5.0
1089,Reservoir Dogs ,Crime|Thriller,1992,1259.0,1.0,4.13582208101668,5.0
1090,Platoon ,Drama|War,1986,1143.0,1.0,4.090113735783027,5.0
1091,Weekend at Bernie's ,Comedy,1989,373.0,1.0,2.7935656836461127,5.0
1092,Basic Instinct ,Mystery|Thriller,1992,751.0,1.0,3.5419440745672435,5.0
1093,"Doors, The ",Drama|Musical,1991,680.0,1.0,3.4073529411764705,5.0
1094,"Crying Game, The ",Drama|Romance|War,1992,1229.0,1.0,3.7314890154597236,5.0
1095,Glengarry Glen Ross ,Drama,1992,571.0,1.0,3.8844133099824867,5.0
1096,Sophie's Choice ,Drama,1982,344.0,1.0,3.9767441860465116,5.0
1097,E.T. the Extra-Terrestrial ,Children's|Drama|Fantasy|Sci-Fi,1982,2269.0,1.0,3.9651828999559275,5.0
1098,"Search for One-eye Jimmy, The ",Comedy,1996,5.0,2.0,2.4,3.0
1099,"Christmas Carol, A ",Drama,1938,194.0,1.0,3.9896907216494846,5.0
1100,Days of Thunder ,Action|Romance,1990,420.0,1.0,2.807142857142857,5.0
1101,Top Gun ,Action|Romance,1986,1010.0,1.0,3.6861386138613863,5.0
1102,American Strays ,Action,1996,4.0,1.0,2.0,4.0
1103,Rebel Without a Cause ,Drama,1955,402.0,1.0,3.9228855721393034,5.0
1104,"Streetcar Named Desire, A ",Drama,1951,483.0,1.0,4.225672877846791,5.0
1105,Children of the Corn IV: The Gathering ,Horror,1996,42.0,1.0,1.7857142857142858,5.0
1106,"Leopard Son, The ",Documentary,1996,0.0,,,
1107,Loser ,Comedy,1991,3.0,1.0,2.0,3.0
1108,Prerokbe Ognja ,Documentary,1995,0.0,,,
1109,Charm's Incidents ,Drama,1996,0.0,,,
1110,Bird of Prey ,Action,1996,0.0,,,
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) ,Documentary,1996,94.0,1.0,4.095744680851064,5.0
1112,Palookaville ,Action|Drama,1996,35.0,1.0,3.4285714285714284,5.0
1113,"Associate, The ",Comedy,1996,50.0,1.0,3.0,5.0
1114,"Funeral, The ",Drama,1996,31.0,1.0,2.870967741935484,5.0
1115,Sleepover ,Comedy|Drama,1995,1.0,1.0,1.0,1.0
1116,"Single Girl, A (La Fille Seule) ",Drama,1995,17.0,1.0,3.411764705882353,5.0
1117,"Eighth Day, The (Le Huitiиme jour ) ",Drama,1996,12.0,2.0,4.25,5.0
1118,Tashunga ,Adventure|Western,1995,1.0,2.0,2.0,2.0
1119,Drunks ,Drama,1997,34.0,1.0,3.2058823529411766,5.0
1120,"People vs. Larry Flynt, The ",Drama,1996,456.0,1.0,3.5833333333333335,5.0
1121,Glory Daze ,Drama,1996,13.0,1.0,3.076923076923077,4.0
1122,Plutonium Circus ,Documentary,1995,0.0,,,
1123,"Perfect Candidate, A ",Documentary,1996,33.0,1.0,3.727272727272727,5.0
1124,On Golden Pond ,Drama,1981,405.0,1.0,3.740740740740741,5.0
1125,"Return of the Pink Panther, The ",Comedy,1974,385.0,1.0,3.779220779220779,5.0
1126,Drop Dead Fred ,Comedy|Fantasy,1991,317.0,1.0,2.3722397476340693,5.0
1127,"Abyss, The ",Action|Adventure|Sci-Fi|Thriller,1989,1715.0,1.0,3.6839650145772596,5.0
1128,"Fog, The ",Horror,1980,170.0,1.0,2.9235294117647057,5.0
1129,Escape from New York ,Action|Adventure|Sci-Fi|Thriller,1981,884.0,1.0,3.4649321266968327,5.0
1130,"Howling, The ",Horror,1980,231.0,1.0,3.25974025974026,5.0
1131,Jean de Florette ,Drama,1986,216.0,1.0,4.324074074074074,5.0
1132,Manon of the Spring (Manon des sources) ,Drama,1986,220.0,1.0,4.259090909090909,5.0
1133,Talking About Sex ,Comedy|Drama,1994,2.0,1.0,2.0,3.0
1134,Johnny 100 Pesos ,Action|Drama,1993,2.0,3.0,3.0,3.0
1135,Private Benjamin ,Comedy,1980,407.0,1.0,3.189189189189189,5.0
1136,Monty Python and the Holy Grail ,Comedy,1974,1599.0,1.0,4.335209505941213,5.0
1137,Hustler White ,Romance,1996,0.0,,,
1138,Dadetown ,Documentary,1995,7.0,1.0,3.857142857142857,5.0
1139,Everything Relative ,Drama,1996,2.0,4.0,4.0,4.0
1140,Entertaining Angels: The Dorothy Day Story ,Drama,1996,0.0,,,
1141,Hoogste tijd ,Drama,1995,0.0,,,
1142,Get Over It ,Drama,1996,2.0,1.0,1.0,1.0
1143,Three Lives and Only One Death ,Comedy,1996,0.0,,,
1144,"Line King: Al Hirschfeld, The ",Documentary,1996,16.0,3.0,3.75,5.0
1145,Snowriders ,Documentary,1996,2.0,2.0,2.5,3.0
1146,Curtis's Charm ,Comedy|Drama,1995,0.0,,,
1147,When We Were Kings ,Documentary,1996,277.0,1.0,4.32129963898917,5.0
1148,"Wrong Trousers, The ",Animation|Comedy,1993,882.0,1.0,4.507936507936508,5.0
1149,JLG/JLG - autoportrait de dйcembre ,Documentary|Drama,1994,4.0,1.0,3.5,5.0
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) ",Drama,1982,158.0,1.0,3.930379746835443,5.0
1151,Faust ,Animation|Comedy|Thriller,1994,31.0,1.0,3.4838709677419355,5.0
1152,He Walked by Night ,Crime|Film-Noir|Thriller,1948,29.0,1.0,3.4827586206896552,5.0
1153,Raw Deal ,Film-Noir,1948,14.0,1.0,3.4285714285714284,5.0
1154,T-Men ,Film-Noir,1947,15.0,2.0,3.7333333333333334,5.0
1155,"Invitation, The  ",Drama,1986,0.0,,,
1156,"Children Are Watching us, The (Bambini ci guardano, I) ",Drama,1942,0.0,,,
1157,"Symphonie pastorale, La ",Drama,1946,0.0,,,
