ID,Gender,Age,Occupation,Zip,reviews,min_rating,avr_rating,max_rating
1667,M,50-55,self-employed,98516,499,1,3.4128256513026054,5
1668,M,35-44,artist,95602,29,2,4.0,5
1669,F,25-34,technician/engineer,75006,30,2,3.7333333333333334,5
1670,F,56+,retired,95320,56,3,4.714285714285714,5
1671,M,35-44,other,98368,638,1,3.8620689655172415,5
1672,M,25-34,technician/engineer,93933,39,1,3.7435897435897436,5
1673,M,Under 18,K-12 student,98043-3621,81,2,4.37037037037037,5
1674,M,35-44,artist,95816,22,2,3.727272727272727,5
1675,F,25-34,doctor/health care,97116,565,1,3.208849557522124,5
1676,M,18-24,college/grad student,91301,865,1,3.492485549132948,5
1677,M,18-24,sales/marketing,97123,43,1,3.558139534883721,5
1678,F,18-24,technician/engineer,97070,122,1,3.4508196721311477,5
1679,M,25-34,programmer,98052,82,1,3.926829268292683,5
1680,M,25-34,writer,95380,1850,1,3.5556756756756758,5
1681,M,18-24,college/grad student,78705,121,1,4.132231404958677,5
1682,M,25-34,artist,98102,27,2,4.407407407407407,5
1683,F,25-34,executive/managerial,98109,175,1,3.4857142857142858,5
1684,M,18-24,clerical/admin,85226,62,2,4.032258064516129,5
1685,M,35-44,programmer,95833,430,2,3.574418604651163,5
1686,M,35-44,programmer,94062,28,2,3.5357142857142856,5
1687,M,25-34,clerical/admin,85013,393,1,3.5318066157760812,5
1688,F,18-24,college/grad student,34243,132,1,3.5757575757575757,5
1689,M,35-44,customer service,98465,128,1,3.609375,5
1690,M,35-44,self-employed,98029,149,1,3.5167785234899327,5
1691,F,25-34,technician/engineer,85301,50,1,3.52,5
1692,M,35-44,writer,97333,207,2,4.478260869565218,5
1693,M,25-34,programmer,98684,310,1,3.7419354838709675,5
1694,M,25-34,programmer,98116,398,1,3.741206030150754,5
1695,M,25-34,academic/educator,97206,196,1,3.6530612244897958,5
1696,M,35-44,executive/managerial,95765,314,1,3.621019108280255,5
1697,F,18-24,college/grad student,98052,354,2,4.18361581920904,5
1698,M,35-44,artist,97214,957,1,3.9310344827586206,5
1699,F,25-34,unemployed,98102,348,1,4.313218390804598,5
1700,M,25-34,writer,98119,45,1,3.533333333333333,5
1701,F,25-34,college/grad student,97233,552,1,3.5543478260869565,5
1702,M,18-24,K-12 student,97303,80,1,4.55,5
1703,M,18-24,scientist,77047,26,2,4.076923076923077,5
1704,M,25-34,college/grad student,98926,36,1,4.194444444444445,5
1705,F,18-24,college/grad student,85033,85,2,3.6941176470588237,5
1706,M,25-34,writer,19134,210,1,3.8,5
1707,M,50-55,academic/educator,95070,88,2,4.329545454545454,5
1708,M,25-34,other,64106,22,3,3.8636363636363638,5
1709,M,25-34,other,73147,210,1,3.704761904761905,5
1710,M,18-24,other,94530,79,1,3.6582278481012658,5
1711,F,18-24,college/grad student,30134,29,2,3.6206896551724137,5
1712,M,25-34,other,73003,511,1,3.512720156555773,5
1713,M,25-34,other,47421,21,1,3.3333333333333335,5
1714,M,25-34,technician/engineer,43212,274,1,3.510948905109489,5
1715,M,25-34,self-employed,53406,46,1,3.4565217391304346,5
1716,M,25-34,other,43229,195,1,3.476923076923077,5
1717,F,50-55,doctor/health care,30307,424,1,3.8160377358490565,5
1718,M,18-24,college/grad student,43235,32,2,4.46875,5
1719,M,18-24,self-employed,60523,26,1,2.769230769230769,5
1720,M,18-24,college/grad student,94720,46,2,4.021739130434782,5
1721,M,18-24,unemployed,70043,115,1,2.365217391304348,5
1722,M,35-44,other,72058,206,1,4.242718446601942,5
1723,M,35-44,technician/engineer,60103,146,1,3.671232876712329,5
1724,M,18-24,college/grad student,00961,159,1,4.10062893081761,5
1725,M,18-24,unemployed,67218,36,1,3.75,5
1726,M,25-34,artist,60160,382,1,2.350785340314136,5
1727,M,35-44,self-employed,50317,514,2,4.035019455252918,5
1728,M,18-24,college/grad student,11710-1641,47,2,4.212765957446808,5
1729,M,25-34,executive/managerial,53715,58,1,3.086206896551724,5
1730,F,18-24,college/grad student,60137,24,2,3.5,5
1731,F,18-24,other,91601,68,1,3.3970588235294117,5
1732,M,18-24,college/grad student,13655,34,3,4.470588235294118,5
1733,M,18-24,sales/marketing,43725,839,1,3.5280095351609058,5
1734,M,45-49,technician/engineer,94602,74,3,4.27027027027027,5
1735,M,18-24,writer,30605,77,2,3.2337662337662336,5
1736,M,56+,farmer,00606,195,1,3.235897435897436,5
1737,M,35-44,writer,46614,775,1,3.410322580645161,5
1738,M,35-44,self-employed,30034,67,1,3.7313432835820897,5
1739,M,56+,self-employed,77079,78,1,3.769230769230769,5
1740,M,56+,academic/educator,96153,66,1,4.0,5
1741,M,35-44,executive/managerial,91107,660,1,3.9757575757575756,5
1742,M,25-34,scientist,08109,47,1,3.617021276595745,5
1743,M,35-44,technician/engineer,77566,95,1,3.968421052631579,5
1744,M,35-44,programmer,50325,140,2,4.064285714285714,5
1745,M,45-49,other,94114,70,1,3.7142857142857144,5
1746,M,25-34,college/grad student,33157,326,1,4.404907975460123,5
1747,M,25-34,other,90638,108,1,2.138888888888889,5
1748,M,50-55,academic/educator,04240,589,1,3.4906621392190154,5
1749,M,25-34,artist,10040,562,1,2.9181494661921707,5
1750,M,50-55,customer service,10128,73,1,2.9726027397260273,5
1751,M,35-44,writer,77024,21,1,4.428571428571429,5
1752,M,25-34,clerical/admin,96813,434,1,3.834101382488479,5
1753,M,35-44,doctor/health care,90803,284,1,3.936619718309859,5
1754,M,18-24,unemployed,27028,29,1,3.0,5
1755,F,18-24,college/grad student,77005,368,1,3.5706521739130435,5
1756,F,25-34,academic/educator,75149,49,1,3.204081632653061,5
1757,M,25-34,college/grad student,75206,385,1,3.690909090909091,5
1758,F,25-34,other,33067-1400,430,1,3.9465116279069767,5
1759,M,25-34,self-employed,22112,254,1,3.720472440944882,5
1760,F,25-34,clerical/admin,90016,66,2,3.803030303030303,5
1761,M,35-44,other,72058,113,1,2.15929203539823,5
1762,M,25-34,sales/marketing,75230,74,1,3.8513513513513513,5
1763,M,35-44,executive/managerial,76248,26,3,3.769230769230769,5
1764,M,18-24,other,75149,613,1,4.091353996737357,5
1765,M,18-24,college/grad student,13655,106,1,3.981132075471698,5
1766,F,45-49,other,94566,26,1,3.230769230769231,5
1767,M,25-34,writer,75205,306,1,3.5751633986928106,5
1768,M,45-49,self-employed,75067,142,1,3.4859154929577465,5
1769,M,25-34,technician/engineer,75240,73,1,2.7534246575342465,5
1770,M,35-44,self-employed,79605,89,1,3.269662921348315,5
1771,M,25-34,technician/engineer,75044,24,2,4.333333333333333,5
1772,M,56+,artist,90680,34,1,3.3823529411764706,5
1773,M,18-24,college/grad student,07030,61,1,3.7704918032786887,5
1774,M,25-34,technician/engineer,99003,40,1,3.275,5
1775,M,25-34,college/grad student,70115,155,1,3.7225806451612904,5
1776,M,25-34,other,45801,422,1,3.2748815165876777,5
1777,M,25-34,writer,17022,55,3,3.890909090909091,5
1778,M,18-24,college/grad student,94704,546,1,3.54029304029304,5
1779,M,18-24,academic/educator,78133,149,1,3.295302013422819,5
1780,M,35-44,academic/educator,22181,616,1,2.9626623376623376,5
1781,F,35-44,other,08009,106,1,3.4150943396226414,5
1782,M,45-49,other,23454,38,2,3.5789473684210527,5
1783,M,18-24,college/grad student,10027,21,1,3.5714285714285716,5
1784,M,18-24,writer,18104,52,1,2.980769230769231,5
1785,M,18-24,college/grad student,04901,54,1,3.0555555555555554,5
1786,M,45-49,academic/educator,85721,53,1,4.018867924528302,5
1787,M,18-24,farmer,90210,28,1,3.3214285714285716,5
1788,M,45-49,artist,19104,32,2,3.84375,5
1789,M,Under 18,K-12 student,19116,58,2,4.172413793103448,5
1790,M,25-34,other,19152,339,1,3.8731563421828907,5
1791,M,18-24,college/grad student,19146,145,1,3.586206896551724,5
1792,F,25-34,artist,53523,39,1,3.871794871794872,5
1793,M,25-34,college/grad student,20008,287,1,3.4006968641114983,5
1794,M,25-34,lawyer,20878,453,1,2.4282560706401766,5
1795,M,18-24,technician/engineer,20724,25,2,4.32,5
1796,M,50-55,lawyer,20852,176,1,3.9886363636363638,5
1797,M,35-44,executive/managerial,52003,175,1,4.177142857142857,5
1798,M,45-49,lawyer,22204,67,1,3.5970149253731343,5
1799,M,35-44,lawyer,70118,91,1,3.5164835164835164,5
1800,M,18-24,college/grad student,70118,252,1,3.615079365079365,5
1801,F,25-34,doctor/health care,54729,21,2,3.9523809523809526,5
1802,M,18-24,college/grad student,22903,211,1,4.033175355450237,5
1803,M,25-34,artist,50021,284,1,3.433098591549296,5
1804,M,25-34,executive/managerial,22314,116,1,3.4051724137931036,5
1805,M,18-24,college/grad student,22401,174,1,4.086206896551724,5
1806,M,18-24,college/grad student,22032,214,1,4.233644859813084,5
1807,M,18-24,technician/engineer,20742,202,1,3.6435643564356437,5
1808,F,18-24,college/grad student,22031,31,1,3.4193548387096775,5
1809,F,25-34,sales/marketing,12189,56,1,3.142857142857143,5
1810,M,50-55,retired,90210,40,2,3.775,5
1811,M,56+,artist,08825,30,2,3.9,5
1812,F,25-34,programmer,48103,698,1,3.7765042979942693,5
1813,F,35-44,doctor/health care,90035,22,1,3.5,5
1814,M,50-55,executive/managerial,10014,49,1,3.63265306122449,5
1815,M,Under 18,academic/educator,30707,39,1,3.7948717948717947,5
1816,F,35-44,homemaker,56007,62,1,4.096774193548387,5
1817,M,35-44,academic/educator,53706,123,1,3.016260162601626,5
1818,M,Under 18,farmer,02254,43,2,3.6511627906976742,5
1819,F,35-44,programmer,45249,116,1,3.7327586206896552,5
1820,M,25-34,writer,50265,317,1,3.684542586750789,5
1821,M,25-34,writer,43315,27,3,4.037037037037037,5
1822,F,25-34,other,53713,67,1,3.8507462686567164,5
1823,F,35-44,academic/educator,92801,28,2,4.0,5
1824,F,18-24,college/grad student,43560,159,1,3.3647798742138364,5
1825,M,25-34,executive/managerial,50310,151,1,3.5165562913907285,5
1826,M,45-49,lawyer,49265,57,1,3.5964912280701755,5
1827,F,25-34,academic/educator,07721,49,1,3.5918367346938775,5
1828,M,18-24,college/grad student,07030,143,1,3.370629370629371,5
1829,M,25-34,self-employed,07302,30,1,3.3333333333333335,5
1830,M,18-24,college/grad student,12180,30,2,4.1,5
1831,M,18-24,college/grad student,53190,111,1,3.5135135135135136,5
1832,F,18-24,college/grad student,14433,44,1,3.9318181818181817,5
1833,M,18-24,technician/engineer,07030,100,1,3.31,5
1834,M,35-44,customer service,10990,65,1,4.092307692307692,5
1835,M,25-34,unemployed,11501,770,1,4.114285714285714,5
1836,M,25-34,other,10016,416,1,4.168269230769231,5
1837,M,25-34,artist,08817,782,1,3.501278772378517,5
1838,M,35-44,executive/managerial,10011,27,1,3.074074074074074,4
1839,M,18-24,college/grad student,07940,87,1,3.9770114942528734,5
1840,M,25-34,programmer,11217,24,2,3.9166666666666665,5
1841,M,18-24,other,95037,227,1,2.7180616740088106,5
1842,M,18-24,college/grad student,53190,465,1,4.129032258064516,5
1843,M,25-34,programmer,10014,119,1,3.689075630252101,5
1844,F,18-24,college/grad student,53711,20,1,3.65,5
1845,M,25-34,artist,10002,220,1,3.213636363636364,5
1846,M,45-49,programmer,95051,61,1,4.032786885245901,5
1847,M,18-24,college/grad student,60047,41,1,4.317073170731708,5
1848,M,35-44,customer service,10011,22,3,3.772727272727273,5
1849,M,35-44,executive/managerial,11747,24,1,3.7083333333333335,5
1850,M,18-24,customer service,12582,77,1,3.844155844155844,5
1851,M,25-34,unemployed,59602,504,1,2.6984126984126986,5
1852,M,25-34,programmer,10036,54,1,3.5185185185185186,5
1853,M,50-55,other,90803,157,1,4.1210191082802545,5
1854,M,25-34,other,92346,246,1,2.817073170731707,5
1855,M,18-24,college/grad student,93004,83,1,3.144578313253012,5
1856,M,56+,executive/managerial,92065,134,3,4.6940298507462686,5
1857,M,Under 18,K-12 student,92106,41,1,4.2682926829268295,5
1858,F,18-24,college/grad student,59715,98,1,3.9591836734693877,5
1859,F,25-34,college/grad student,66049,46,1,3.5652173913043477,5
1860,M,56+,self-employed,94591,293,1,3.310580204778157,5
1861,M,50-55,self-employed,92129,460,1,3.3369565217391304,5
1862,M,50-55,sales/marketing,95129,35,1,4.4,5
1863,M,18-24,college/grad student,90048,104,1,4.5,5
1864,M,35-44,executive/managerial,94306,23,1,3.3043478260869565,5
1865,F,18-24,academic/educator,94606,334,1,3.5808383233532934,5
1866,M,25-34,executive/managerial,94043,139,1,4.093525179856115,5
1867,M,50-55,executive/managerial,95008,54,1,2.962962962962963,5
1868,M,50-55,lawyer,92346,54,1,3.6296296296296298,5
1869,M,45-49,sales/marketing,95148,48,1,3.9166666666666665,5
1870,M,56+,retired,85248,158,1,3.7974683544303796,5
1871,F,45-49,academic/educator,46774,117,1,3.7264957264957266,5
1872,M,50-55,writer,92106,33,2,3.8181818181818183,5
1873,M,35-44,executive/managerial,02127,198,1,3.48989898989899,5
1874,M,45-49,executive/managerial,95076,64,2,3.59375,5
1875,M,35-44,programmer,94107,338,1,3.6153846153846154,5
1876,M,25-34,programmer,92024,33,1,3.4545454545454546,5
1877,F,45-49,writer,90069,147,1,3.129251700680272,5
1878,M,Under 18,K-12 student,92846,83,1,3.6506024096385543,5
1879,M,25-34,college/grad student,29732,263,1,3.931558935361217,5
1880,M,35-44,other,91006,955,1,3.344502617801047,5
1881,M,35-44,artist,95008,57,3,4.333333333333333,5
1882,M,35-44,self-employed,92352,223,1,3.780269058295964,5
1883,F,50-55,other,94521,435,1,3.331034482758621,5
1884,M,45-49,writer,93108,707,1,3.867043847241867,5
1885,M,50-55,technician/engineer,94611,57,2,4.157894736842105,5
1886,M,25-34,programmer,94086,26,1,3.923076923076923,5
1887,M,56+,scientist,92119,125,1,3.384,5
1888,M,35-44,programmer,95124,34,1,3.6176470588235294,5
1889,M,18-24,sales/marketing,80023,624,1,3.269230769230769,5
1890,M,50-55,doctor/health care,94702,202,1,3.51980198019802,5
1891,M,45-49,academic/educator,91335,279,1,3.5483870967741935,5
1892,M,25-34,writer,90066,22,3,4.2727272727272725,5
1893,F,35-44,other,90024,28,2,3.75,5
1894,F,35-44,executive/managerial,94602,172,3,4.244186046511628,5
1895,M,35-44,sales/marketing,89119,86,2,4.034883720930233,5
1896,M,56+,retired,92115,207,1,4.14975845410628,5
1897,F,50-55,artist,94530,657,1,3.710806697108067,5
1898,M,25-34,programmer,91101,26,1,3.923076923076923,5
1899,F,45-49,doctor/health care,02135,756,1,3.7923280423280423,5
1900,M,56+,programmer,94109,40,1,3.675,5
1901,M,50-55,executive/managerial,94024,150,2,4.173333333333333,5
1902,M,25-34,unemployed,93536,258,1,3.647286821705426,5
1903,M,35-44,other,90401,197,1,4.020304568527918,5
1904,M,18-24,academic/educator,30115,352,1,3.2670454545454546,5
1905,F,35-44,writer,94118,47,3,4.1063829787234045,5
1906,F,25-34,customer service,91311,26,1,3.6538461538461537,5
1907,M,35-44,technician/engineer,94804,24,1,3.8333333333333335,5
1908,M,56+,retired,95129,208,1,3.1826923076923075,5
1909,M,18-24,college/grad student,89146,57,1,3.526315789473684,5
1910,M,Under 18,K-12 student,94707,53,1,3.641509433962264,5
1911,F,18-24,college/grad student,92805,31,1,3.5483870967741935,5
1912,M,25-34,college/grad student,91325,947,1,2.487856388595565,5
1913,M,25-34,technician/engineer,95126,44,3,4.295454545454546,5
1914,F,35-44,sales/marketing,95051,23,1,3.739130434782609,5
1915,M,50-55,retired,01938,38,2,3.6052631578947367,5
1916,M,45-49,executive/managerial,90405,391,1,3.9437340153452687,5
1917,M,18-24,K-12 student,92704,97,1,3.8969072164948453,5
1918,F,45-49,doctor/health care,95209,23,1,3.0,5
1919,M,Under 18,other,94525,55,1,3.5636363636363635,5
1920,F,35-44,executive/managerial,80122,601,1,3.3860232945091515,5
1921,M,56+,programmer,92780,85,1,3.2588235294117647,5
1922,F,25-34,executive/managerial,94303,429,1,3.456876456876457,5
1923,M,35-44,executive/managerial,90026,58,1,3.2758620689655173,5
1924,F,56+,doctor/health care,90630,86,1,3.1511627906976742,5
1925,M,50-55,executive/managerial,92886,305,1,3.6459016393442623,5
1926,F,Under 18,other,95404,585,1,4.085470085470085,5
1927,M,35-44,executive/managerial,94806,22,1,3.9545454545454546,5
1928,M,Under 18,K-12 student,94501,212,1,3.839622641509434,5
1929,F,Under 18,K-12 student,91107,27,1,3.5555555555555554,5
1930,M,25-34,scientist,94550,324,1,3.1666666666666665,5
1931,M,25-34,artist,94114,86,1,3.616279069767442,5
1932,M,25-34,executive/managerial,94114,78,1,3.6666666666666665,5
1933,M,18-24,unemployed,94703,30,1,3.466666666666667,5
1934,M,25-34,technician/engineer,95014,59,1,3.0847457627118646,5
1935,M,Under 18,K-12 student,90405,58,1,3.4827586206896552,5
1936,M,35-44,other,90026,28,2,3.7142857142857144,5
1937,M,25-34,lawyer,92335,295,1,3.183050847457627,5
1938,F,25-34,artist,91351,175,1,3.1314285714285712,5
1939,F,35-44,artist,94930,221,1,3.7782805429864252,5
1940,M,25-34,programmer,95158,64,2,4.671875,5
1941,M,35-44,technician/engineer,94550,1595,1,3.0545454545454547,5
1942,M,35-44,customer service,04901,59,1,2.864406779661017,5
1943,M,18-24,college/grad student,91501,680,1,3.6205882352941177,5
1944,F,18-24,college/grad student,93107,68,1,3.911764705882353,5
1945,M,25-34,writer,92866,73,2,2.7945205479452055,5
1946,M,25-34,sales/marketing,94110,78,1,3.858974358974359,5
1947,M,25-34,executive/managerial,94041,147,1,3.9523809523809526,5
1948,M,Under 18,K-12 student,93111,174,1,3.1091954022988504,5
1949,M,18-24,technician/engineer,92595,102,1,4.176470588235294,5
1950,M,25-34,programmer,49024,137,1,3.5182481751824817,5
1951,F,18-24,college/grad student,90630,128,1,3.015625,5
1952,M,35-44,academic/educator,91030,251,1,3.49003984063745,5
1953,F,25-34,artist,94566,34,1,3.7941176470588234,5
1954,M,25-34,self-employed,91402,151,1,3.933774834437086,5
1955,M,Under 18,unemployed,03109,40,1,3.55,5
1956,M,35-44,other,44280,65,1,3.123076923076923,5
1957,F,18-24,college/grad student,23185,50,1,3.94,5
1958,F,25-34,academic/educator,17055,852,1,3.2746478873239435,5
1959,F,50-55,retired,53092,61,3,4.508196721311475,5
1960,M,45-49,executive/managerial,55555,215,1,3.8651162790697673,5
1961,F,50-55,clerical/admin,91911,89,1,3.550561797752809,5
1962,F,18-24,academic/educator,60914,533,1,2.6679174484052535,5
1963,F,50-55,homemaker,91941,83,1,4.180722891566265,5
1964,F,25-34,doctor/health care,89523,22,2,3.6363636363636362,5
1965,M,56+,technician/engineer,48304,64,1,3.125,5
1966,M,25-34,writer,93637,44,2,4.363636363636363,5
1967,M,50-55,executive/managerial,92116,24,2,3.5416666666666665,5
1968,M,25-34,lawyer,85258,444,1,2.7612612612612613,5
1969,F,25-34,clerical/admin,92116,517,1,3.816247582205029,5
1970,M,50-55,retired,89052,52,1,3.576923076923077,5
1971,F,25-34,sales/marketing,80230,33,1,4.2727272727272725,5
1972,M,45-49,technician/engineer,92111,83,1,4.409638554216867,5
1973,M,25-34,academic/educator,22903,38,1,3.8421052631578947,5
1974,M,35-44,technician/engineer,12159,518,1,3.7644787644787643,5
1975,M,18-24,college/grad student,97361,49,1,3.836734693877551,5
1976,M,35-44,customer service,58703,123,1,3.886178861788618,5
1977,M,56+,doctor/health care,02726,67,2,3.626865671641791,5
1978,M,Under 18,K-12 student,43357,154,1,3.4675324675324677,5
1979,M,56+,technician/engineer,49506,35,2,3.1142857142857143,5
1980,M,35-44,executive/managerial,06460,1260,1,3.4825396825396826,5
1981,M,56+,academic/educator,80303,67,1,3.029850746268657,5
1982,M,Under 18,K-12 student,80540,155,1,3.425806451612903,5
1983,M,25-34,sales/marketing,92109,546,1,4.142857142857143,5
1984,M,18-24,K-12 student,92130,283,1,3.5653710247349824,5
1985,M,45-49,programmer,92122,160,1,3.575,5
1986,M,50-55,retired,91977,22,3,4.590909090909091,5
1987,M,25-34,technician/engineer,62629,47,1,3.617021276595745,5
1988,F,25-34,academic/educator,85224,629,1,3.5230524642289347,5
1989,M,50-55,doctor/health care,02090,27,1,3.3333333333333335,5
1990,M,25-34,executive/managerial,85257,35,1,3.857142857142857,5
1991,M,25-34,writer,48309,24,2,4.291666666666667,5
1992,M,18-24,college/grad student,85259,92,1,2.9239130434782608,5
1993,M,35-44,technician/engineer,99508,20,1,3.75,5
1994,M,35-44,artist,89012,29,2,4.103448275862069,5
1995,M,25-34,academic/educator,85364,86,1,3.895348837209302,5
1996,M,35-44,other,85621,177,1,3.994350282485876,5
1997,M,25-34,other,84108,40,3,4.075,5
1998,F,50-55,homemaker,24018,356,1,3.8707865168539324,5
1999,F,35-44,clerical/admin,02113,87,2,3.8160919540229883,5
2000,M,18-24,college/grad student,44685,98,1,3.7857142857142856,5
2001,M,50-55,academic/educator,48197,49,1,3.5918367346938775,5
2002,F,56+,retired,02136-1522,167,1,4.1017964071856285,5
2003,M,Under 18,K-12 student,80014,61,2,4.344262295081967,5
2004,M,45-49,unemployed,53572,109,1,3.7247706422018347,5
2005,M,18-24,college/grad student,58601,90,1,2.7222222222222223,5
2006,M,35-44,other,66048,41,2,3.8048780487804876,5
2007,M,50-55,self-employed,80442,40,1,3.9,5
2008,M,25-34,clerical/admin,48220,177,1,3.937853107344633,5
2009,F,35-44,executive/managerial,60625,54,1,4.037037037037037,5
2010,M,18-24,college/grad student,81520,733,1,2.4583901773533423,5
2011,F,35-44,clerical/admin,01545,247,1,3.838056680161943,5
2012,M,25-34,college/grad student,49456,611,1,2.8052373158756136,5
2013,M,45-49,other,60543,80,2,3.9,5
2014,M,18-24,college/grad student,53233,54,2,4.2592592592592595,5
2015,M,18-24,college/grad student,01003,903,1,3.1273532668881505,5
2016,F,56+,artist,20783,333,2,3.990990990990991,5
2017,M,25-34,technician/engineer,35808,119,1,3.899159663865546,5
2018,M,35-44,self-employed,46214,447,1,3.941834451901566,5
2019,M,50-55,academic/educator,27705,34,1,3.5588235294117645,5
2020,M,25-34,executive/managerial,45011,471,1,3.5307855626326963,5
2021,M,25-34,other,61364,149,1,3.8523489932885906,5
2022,M,25-34,executive/managerial,60137,194,1,3.829896907216495,5
2023,M,18-24,college/grad student,56001,286,1,3.923076923076923,5
2024,M,Under 18,unemployed,06614,256,1,3.375,5
2025,M,56+,retired,03440,119,1,3.680672268907563,5
2026,M,50-55,self-employed,49277,218,1,3.541284403669725,5
2027,F,25-34,homemaker,48021,105,1,4.019047619047619,5
2028,M,45-49,doctor/health care,44131,27,1,3.6666666666666665,5
2029,F,25-34,programmer,10011,227,1,3.1629955947136565,5
2030,M,25-34,college/grad student,77345,582,1,3.984536082474227,5
2031,M,35-44,writer,60640,225,1,3.56,5
2032,M,50-55,sales/marketing,44614,63,1,3.6825396825396823,5
2033,F,45-49,writer,91436,56,1,2.607142857142857,5
2034,F,45-49,artist,01851,37,3,4.216216216216216,5
2035,F,18-24,other,45212,171,1,3.5672514619883042,5
2036,F,25-34,sales/marketing,90046,65,1,3.9384615384615387,5
2037,M,56+,sales/marketing,02468,20,1,3.45,5
2038,F,45-49,academic/educator,33301,440,1,3.8204545454545453,5
2039,M,50-55,self-employed,60060,121,2,3.5785123966942147,5
2040,F,25-34,executive/managerial,02494,46,1,3.369565217391304,5
2041,F,25-34,writer,24015,556,1,3.5485611510791366,5
2042,M,Under 18,K-12 student,79358,265,1,3.1358490566037736,5
2043,M,25-34,sales/marketing,37931,91,1,2.5714285714285716,5
2044,F,45-49,other,49408,25,2,4.12,5
2045,F,Under 18,other,24179,25,3,4.04,5
2046,M,35-44,academic/educator,91711,83,1,3.5903614457831323,5
2047,M,Under 18,K-12 student,06437,289,1,3.588235294117647,5
2048,M,50-55,doctor/health care,49456,35,2,4.142857142857143,5
2049,F,50-55,other,13210,35,2,4.114285714285714,5
2050,F,35-44,clerical/admin,99504,260,1,3.896153846153846,5
2051,M,35-44,executive/managerial,93906,229,1,3.432314410480349,5
2052,M,Under 18,K-12 student,46033,30,1,2.9,4
2053,M,45-49,lawyer,06416,25,1,3.4,5
2054,M,25-34,programmer,03110,335,1,3.408955223880597,5
2055,M,50-55,lawyer,49008,138,1,4.173913043478261,5
2056,M,25-34,college/grad student,56301,256,1,4.09765625,5
2057,M,35-44,academic/educator,49417,65,1,3.8615384615384616,5
2058,F,56+,academic/educator,06437,94,1,3.3191489361702127,5
2059,M,35-44,other,44130,253,1,3.549407114624506,5
2060,M,Under 18,academic/educator,48304,261,1,3.1187739463601534,5
2061,M,56+,academic/educator,44107,20,3,4.3,5
2062,M,18-24,college/grad student,44646,88,1,4.1477272727272725,5
2063,M,25-34,college/grad student,43138,1323,1,2.945578231292517,5
2064,M,35-44,academic/educator,01020,247,1,4.0,5
2065,M,25-34,doctor/health care,46807,31,3,4.451612903225806,5
2066,F,25-34,doctor/health care,53202,29,2,4.068965517241379,5
2067,M,50-55,self-employed,06430,199,1,3.5728643216080402,5
2068,F,35-44,programmer,43528,125,1,3.952,5
2069,M,56+,scientist,79068,75,2,3.9066666666666667,5
2070,F,35-44,doctor/health care,13210,104,1,4.413461538461538,5
2071,M,45-49,executive/managerial,01605,238,1,3.407563025210084,5
2072,F,50-55,programmer,21133,205,1,4.0,5
2073,F,18-24,college/grad student,13148,645,1,3.696124031007752,5
2074,M,18-24,college/grad student,48197,36,1,3.4722222222222223,5
2075,F,25-34,college/grad student,13210,43,1,3.3255813953488373,5
2076,M,18-24,college/grad student,13165,83,1,3.4819277108433737,5
2077,M,18-24,other,55112,684,1,3.2309941520467835,5
2078,M,18-24,college/grad student,13323,102,1,3.735294117647059,5
2079,M,Under 18,K-12 student,45241,96,1,3.46875,5
2080,M,25-34,lawyer,37931,32,1,4.28125,5
2081,M,18-24,technician/engineer,49445,49,1,3.122448979591837,5
2082,M,Under 18,unemployed,48323,71,3,4.338028169014085,5
2083,M,18-24,college/grad student,64920,40,1,4.35,5
2084,M,18-24,college/grad student,23186,155,2,3.9483870967741934,5
2085,M,18-24,other,06360,272,1,3.661764705882353,5
2086,M,35-44,sales/marketing,48328,30,2,3.7,5
2087,M,25-34,other,37923-3112,53,1,3.5660377358490565,5
2088,M,50-55,executive/managerial,60618,441,1,3.877551020408163,5
2089,M,35-44,technician/engineer,17601,95,1,3.7473684210526317,5
2090,M,35-44,technician/engineer,48313,229,1,3.7729257641921397,5
2091,F,35-44,writer,48044,147,1,4.08843537414966,5
2092,M,56+,academic/educator,49006,729,1,3.5665294924554183,5
2093,M,18-24,other,48322,56,1,3.482142857142857,5
2094,M,35-44,artist,60061,71,1,4.056338028169014,5
2095,M,56+,retired,58504,75,1,3.36,5
2096,F,25-34,technician/engineer,33990,121,1,4.181818181818182,5
2097,M,18-24,customer service,48504,174,1,3.293103448275862,5
2098,M,35-44,writer,48067,373,1,3.2493297587131367,5
2099,F,18-24,other,48823,36,1,3.5277777777777777,5
2100,F,25-34,other,24017,308,1,3.707792207792208,5
2101,M,25-34,self-employed,48309,105,1,3.3047619047619046,5
2102,M,25-34,lawyer,48825,530,1,2.6452830188679246,5
2103,M,35-44,programmer,03062,89,1,3.865168539325843,5
2104,M,45-49,scientist,60035,53,1,3.0943396226415096,5
2105,M,25-34,academic/educator,24060,517,1,3.2224371373307545,5
2106,F,18-24,writer,495321,900,1,2.2455555555555557,5
2107,M,25-34,academic/educator,24060,29,1,4.068965517241379,5
2108,M,Under 18,K-12 student,60462,22,1,4.363636363636363,5
2109,M,25-34,self-employed,13090,749,1,2.897196261682243,5
2110,M,50-55,lawyer,46802,221,1,3.239819004524887,5
2111,M,56+,retired,32806,20,3,3.75,5
2112,F,45-49,programmer,23116,50,1,3.48,5
2113,M,25-34,doctor/health care,04456,46,1,3.847826086956522,5
2114,M,18-24,tradesman/craftsman,21740,150,1,3.6733333333333333,5
2115,M,35-44,technician/engineer,01519,58,2,3.8620689655172415,5
