,age,alone,class=First,class=Second,class=Third,embarked=C,embarked=Q,embarked=S,fare,is_male,parch,pclass,sibsp,survived,who=child,who=man,who=woman
384,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
385,18,1,0,1,0,0,0,1,73,1,0,2,0,0,0,1,0
386,1,0,0,0,1,0,0,1,46,1,2,3,5,0,1,0,0
387,36,1,0,1,0,0,0,1,13,0,0,2,0,1,0,0,1
388,33,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
389,17,1,0,1,0,1,0,0,12,0,0,2,0,1,0,0,1
390,36,0,1,0,0,0,0,1,120,1,2,1,1,1,0,1,0
391,21,1,0,0,1,0,0,1,7,1,0,3,0,1,0,1,0
392,28,0,0,0,1,0,0,1,7,1,0,3,2,0,0,1,0
393,23,0,1,0,0,1,0,0,113,0,0,1,1,1,0,0,1
394,24,0,0,0,1,0,0,1,16,0,2,3,0,1,0,0,1
395,22,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
396,31,1,0,0,1,0,0,1,7,0,0,3,0,0,0,0,1
397,46,1,0,1,0,0,0,1,26,1,0,2,0,0,0,1,0
398,23,1,0,1,0,0,0,1,10,1,0,2,0,0,0,1,0
399,28,1,0,1,0,0,0,1,12,0,0,2,0,1,0,0,1
400,39,1,0,0,1,0,0,1,7,1,0,3,0,1,0,1,0
401,26,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
402,21,0,0,0,1,0,0,1,9,0,0,3,1,0,0,0,1
403,28,0,0,0,1,0,0,1,15,1,0,3,1,0,0,1,0
404,20,1,0,0,1,0,0,1,8,0,0,3,0,0,0,0,1
405,34,0,0,1,0,0,0,1,21,1,0,2,1,0,0,1,0
406,51,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
407,3,0,0,1,0,0,0,1,18,1,1,2,1,1,1,0,0
408,21,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
409,32,0,0,0,1,0,0,1,25,0,1,3,3,0,0,0,1
410,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
411,33,1,0,0,1,0,1,0,6,1,0,3,0,0,0,1,0
412,33,0,1,0,0,0,1,0,90,0,0,1,1,1,0,0,1
413,33,1,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0
414,44,1,0,0,1,0,0,1,7,1,0,3,0,1,0,1,0
415,32,1,0,0,1,0,0,1,8,0,0,3,0,0,0,0,1
416,34,0,0,1,0,0,0,1,32,0,1,2,1,1,0,0,1
417,18,0,0,1,0,0,0,1,13,0,2,2,0,1,0,0,1
418,30,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
419,10,0,0,0,1,0,0,1,24,0,2,3,0,0,1,0,0
420,33,1,0,0,1,1,0,0,7,1,0,3,0,0,0,1,0
421,21,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
422,29,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
423,28,0,0,0,1,0,0,1,14,0,1,3,1,0,0,0,1
424,18,0,0,0,1,0,0,1,20,1,1,3,1,0,0,1,0
425,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
426,28,0,0,1,0,0,0,1,26,0,0,2,1,1,0,0,1
427,19,1,0,1,0,0,0,1,26,0,0,2,0,1,0,0,1
428,33,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
429,32,1,0,0,1,0,0,1,8,1,0,3,0,1,0,1,0
430,28,1,1,0,0,0,0,1,26,1,0,1,0,1,0,1,0
431,32,0,0,0,1,0,0,1,16,0,0,3,1,1,0,0,1
432,42,0,0,1,0,0,0,1,26,0,0,2,1,1,0,0,1
433,17,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
434,50,0,1,0,0,0,0,1,55,1,0,1,1,0,0,1,0
435,14,0,1,0,0,0,0,1,120,0,2,1,1,1,1,0,0
436,21,0,0,0,1,0,0,1,34,0,2,3,2,0,0,0,1
437,24,0,0,1,0,0,0,1,18,0,3,2,2,1,0,0,1
438,64,0,1,0,0,0,0,1,263,1,4,1,1,0,0,1,0
439,31,1,0,1,0,0,0,1,10,1,0,2,0,0,0,1,0
440,45,0,0,1,0,0,0,1,26,0,1,2,1,1,0,0,1
441,20,1,0,0,1,0,0,1,9,1,0,3,0,0,0,1,0
442,25,0,0,0,1,0,0,1,7,1,0,3,1,0,0,1,0
443,28,1,0,1,0,0,0,1,13,0,0,2,0,1,0,0,1
444,33,1,0,0,1,0,0,1,8,1,0,3,0,1,0,1,0
445,4,0,1,0,0,0,0,1,81,1,2,1,0,1,1,0,0
446,13,0,0,1,0,0,0,1,19,0,1,2,0,1,1,0,0
447,34,1,1,0,0,0,0,1,26,1,0,1,0,1,0,1,0
448,5,0,0,0,1,1,0,0,19,0,1,3,2,1,1,0,0
449,52,1,1,0,0,0,0,1,30,1,0,1,0,1,0,1,0
450,36,0,0,1,0,0,0,1,27,1,2,2,1,0,0,1,0
451,33,0,0,0,1,0,0,1,19,1,0,3,1,0,0,1,0
452,30,1,1,0,0,1,0,0,27,1,0,1,0,0,0,1,0
453,49,0,1,0,0,1,0,0,89,1,0,1,1,1,0,1,0
454,33,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
455,29,1,0,0,1,1,0,0,7,1,0,3,0,1,0,1,0
456,65,1,1,0,0,0,0,1,26,1,0,1,0,0,0,1,0
457,32,0,1,0,0,0,0,1,51,0,0,1,1,1,0,0,1
458,50,1,0,1,0,0,0,1,10,0,0,2,0,1,0,0,1
459,33,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
460,48,1,1,0,0,0,0,1,26,1,0,1,0,1,0,1,0
461,34,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
462,47,1,1,0,0,0,0,1,38,1,0,1,0,0,0,1,0
463,48,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
464,33,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
465,38,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
466,33,1,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0
467,56,1,1,0,0,0,0,1,26,1,0,1,0,0,0,1,0
468,33,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
469,0,0,0,0,1,1,0,0,19,0,1,3,2,1,1,0,0
470,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
471,38,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
472,33,0,0,1,0,0,0,1,27,0,2,2,1,1,0,0,1
473,23,1,0,1,0,1,0,0,13,0,0,2,0,1,0,0,1
474,22,1,0,0,1,0,0,1,9,0,0,3,0,0,0,0,1
475,33,1,1,0,0,0,0,1,52,1,0,1,0,0,0,1,0
476,34,0,0,1,0,0,0,1,21,1,0,2,1,0,0,1,0
477,29,0,0,0,1,0,0,1,7,1,0,3,1,0,0,1,0
478,22,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
479,2,0,0,0,1,0,0,1,12,0,1,3,0,1,1,0,0
480,9,0,0,0,1,0,0,1,46,1,2,3,5,0,1,0,0
481,33,1,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0
482,50,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
483,63,1,0,0,1,0,0,1,9,0,0,3,0,1,0,0,1
484,25,0,1,0,0,1,0,0,91,1,0,1,1,1,0,1,0
485,32,0,0,0,1,0,0,1,25,0,1,3,3,0,0,0,1
486,35,0,1,0,0,0,0,1,90,0,0,1,1,1,0,0,1
487,58,1,1,0,0,1,0,0,29,1,0,1,0,0,0,1,0
488,30,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
489,9,0,0,0,1,0,0,1,15,1,1,3,1,1,1,0,0
490,33,0,0,0,1,0,0,1,19,1,0,3,1,0,0,1,0
491,21,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
492,55,1,1,0,0,0,0,1,30,1,0,1,0,0,0,1,0
493,71,1,1,0,0,1,0,0,49,1,0,1,0,0,0,1,0
494,21,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
495,33,1,0,0,1,1,0,0,14,1,0,3,0,0,0,1,0
496,54,0,1,0,0,1,0,0,78,0,0,1,1,1,0,0,1
497,33,1,0,0,1,0,0,1,15,1,0,3,0,0,0,1,0
498,25,0,1,0,0,0,0,1,151,0,2,1,1,0,0,0,1
499,24,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
500,17,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
501,21,1,0,0,1,0,1,0,7,0,0,3,0,0,0,0,1
502,32,1,0,0,1,0,1,0,7,0,0,3,0,0,0,0,1
503,37,1,0,0,1,0,0,1,9,0,0,3,0,0,0,0,1
504,16,1,1,0,0,0,0,1,86,0,0,1,0,1,0,0,1
505,18,0,1,0,0,1,0,0,108,1,0,1,1,0,0,1,0
506,33,0,0,1,0,0,0,1,26,0,2,2,0,1,0,0,1
507,33,1,1,0,0,0,0,1,26,1,0,1,0,1,0,1,0
508,28,1,0,0,1,0,0,1,22,1,0,3,0,0,0,1,0
509,26,1,0,0,1,0,0,1,56,1,0,3,0,1,0,1,0
510,29,1,0,0,1,0,1,0,7,1,0,3,0,1,0,1,0
511,33,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
512,36,1,1,0,0,0,0,1,26,1,0,1,0,1,0,1,0
513,54,0,1,0,0,1,0,0,59,0,0,1,1,1,0,0,1
514,24,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
515,47,1,1,0,0,0,0,1,34,1,0,1,0,0,0,1,0
516,34,1,0,1,0,0,0,1,10,0,0,2,0,1,0,0,1
517,33,1,0,0,1,0,1,0,24,1,0,3,0,0,0,1,0
518,36,0,0,1,0,0,0,1,26,0,0,2,1,1,0,0,1
519,32,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
520,30,1,1,0,0,0,0,1,93,0,0,1,0,1,0,0,1
521,22,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
522,33,1,0,0,1,1,0,0,7,1,0,3,0,0,0,1,0
523,44,0,1,0,0,1,0,0,57,0,1,1,0,1,0,0,1
524,33,1,0,0,1,1,0,0,7,1,0,3,0,0,0,1,0
525,40,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
526,50,1,0,1,0,0,0,1,10,0,0,2,0,1,0,0,1
527,33,1,1,0,0,0,0,1,221,1,0,1,0,0,0,1,0
528,39,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
529,23,0,0,1,0,0,0,1,11,1,1,2,2,0,0,1,0
530,2,0,0,1,0,0,0,1,26,0,1,2,1,1,1,0,0
531,33,1,0,0,1,1,0,0,7,1,0,3,0,0,0,1,0
532,17,0,0,0,1,1,0,0,7,1,1,3,1,0,0,1,0
533,32,0,0,0,1,1,0,0,22,0,2,3,0,1,0,0,1
534,30,1,0,0,1,0,0,1,8,0,0,3,0,0,0,0,1
535,7,0,0,1,0,0,0,1,26,0,2,2,0,1,1,0,0
536,45,1,1,0,0,0,0,1,26,1,0,1,0,0,0,1,0
537,30,1,1,0,0,1,0,0,106,0,0,1,0,1,0,0,1
538,33,1,0,0,1,0,0,1,14,1,0,3,0,0,0,1,0
539,22,0,1,0,0,1,0,0,49,0,2,1,0,1,0,0,1
540,36,0,1,0,0,0,0,1,71,0,2,1,0,1,0,0,1
541,9,0,0,0,1,0,0,1,31,0,2,3,4,0,1,0,0
542,11,0,0,0,1,0,0,1,31,0,2,3,4,0,1,0,0
543,32,0,0,1,0,0,0,1,26,1,0,2,1,1,0,1,0
544,50,0,1,0,0,1,0,0,106,1,0,1,1,0,0,1,0
545,64,1,1,0,0,0,0,1,26,1,0,1,0,0,0,1,0
546,19,0,0,1,0,0,0,1,26,0,0,2,1,1,0,0,1
547,33,1,0,1,0,1,0,0,13,1,0,2,0,1,0,1,0
548,33,0,0,0,1,0,0,1,20,1,1,3,1,0,0,1,0
549,8,0,0,1,0,0,0,1,36,1,1,2,1,1,1,0,0
550,17,0,1,0,0,1,0,0,110,1,2,1,0,1,0,1,0
551,27,1,0,1,0,0,0,1,26,1,0,2,0,0,0,1,0
552,33,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
553,22,1,0,0,1,1,0,0,7,1,0,3,0,1,0,1,0
554,22,1,0,0,1,0,0,1,7,0,0,3,0,1,0,0,1
555,62,1,1,0,0,0,0,1,26,1,0,1,0,0,0,1,0
556,48,0,1,0,0,1,0,0,39,0,0,1,1,1,0,0,1
557,33,1,1,0,0,1,0,0,227,1,0,1,0,0,0,1,0
558,39,0,1,0,0,0,0,1,79,0,1,1,1,1,0,0,1
559,36,0,0,0,1,0,0,1,17,0,0,3,1,1,0,0,1
560,33,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
561,40,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
562,28,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
563,33,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
564,32,1,0,0,1,0,0,1,8,0,0,3,0,0,0,0,1
565,24,0,0,0,1,0,0,1,24,1,0,3,2,0,0,1,0
566,19,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
567,29,0,0,0,1,0,0,1,21,0,4,3,0,0,0,0,1
568,33,1,0,0,1,1,0,0,7,1,0,3,0,0,0,1,0
569,32,1,0,0,1,0,0,1,7,1,0,3,0,1,0,1,0
570,62,1,0,1,0,0,0,1,10,1,0,2,0,1,0,1,0
571,53,0,1,0,0,0,0,1,51,0,0,1,2,1,0,0,1
572,36,1,1,0,0,0,0,1,26,1,0,1,0,1,0,1,0
573,32,1,0,0,1,0,1,0,7,0,0,3,0,1,0,0,1
574,16,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
575,19,1,0,0,1,0,0,1,14,1,0,3,0,0,0,1,0
576,34,1,0,1,0,0,0,1,13,0,0,2,0,1,0,0,1
577,39,0,1,0,0,0,0,1,55,0,0,1,1,1,0,0,1
578,32,0,0,0,1,1,0,0,14,0,0,3,1,0,0,0,1
579,32,1,0,0,1,0,0,1,7,1,0,3,0,1,0,1,0
580,25,0,0,1,0,0,0,1,30,0,1,2,1,1,0,0,1
581,39,0,1,0,0,1,0,0,110,0,1,1,1,1,0,0,1
582,54,1,0,1,0,0,0,1,26,1,0,2,0,0,0,1,0
583,36,1,1,0,0,1,0,0,40,1,0,1,0,0,0,1,0
584,33,1,0,0,1,1,0,0,8,1,0,3,0,0,0,1,0
585,18,0,1,0,0,0,0,1,79,0,2,1,0,1,0,0,1
586,47,1,0,1,0,0,0,1,15,1,0,2,0,0,0,1,0
587,60,0,1,0,0,1,0,0,79,1,1,1,1,1,0,1,0
588,22,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
589,33,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
590,35,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
591,52,0,1,0,0,1,0,0,78,0,0,1,1,1,0,0,1
592,47,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
593,32,0,0,0,1,0,1,0,7,0,2,3,0,0,0,0,1
594,37,0,0,1,0,0,0,1,26,1,0,2,1,0,0,1,0
595,36,0,0,0,1,0,0,1,24,1,1,3,1,0,0,1,0
596,32,1,0,1,0,0,0,1,33,0,0,2,0,1,0,0,1
597,49,1,0,0,1,0,0,1,0,1,0,3,0,0,0,1,0
598,33,1,0,0,1,1,0,0,7,1,0,3,0,0,0,1,0
599,49,0,1,0,0,1,0,0,56,1,0,1,1,1,0,1,0
600,24,0,0,1,0,0,0,1,27,0,1,2,2,1,0,0,1
601,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
602,33,1,1,0,0,0,0,1,42,1,0,1,0,0,0,1,0
603,44,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
604,35,1,1,0,0,1,0,0,26,1,0,1,0,1,0,1,0
605,36,0,0,0,1,0,0,1,15,1,0,3,1,0,0,1,0
606,30,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
607,27,1,1,0,0,0,0,1,30,1,0,1,0,1,0,1,0
608,22,0,0,1,0,1,0,0,41,0,2,2,1,1,0,0,1
609,40,1,1,0,0,0,0,1,153,0,0,1,0,1,0,0,1
610,39,0,0,0,1,0,0,1,31,0,5,3,1,0,0,0,1
611,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
612,32,0,0,0,1,0,1,0,15,0,0,3,1,1,0,0,1
613,33,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
614,35,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
615,24,0,0,1,0,0,0,1,65,0,2,2,1,1,0,0,1
616,34,0,0,0,1,0,0,1,14,1,1,3,1,0,0,1,0
617,26,0,0,0,1,0,0,1,16,0,0,3,1,0,0,0,1
618,4,0,0,1,0,0,0,1,39,0,1,2,2,1,1,0,0
619,26,1,0,1,0,0,0,1,10,1,0,2,0,0,0,1,0
620,27,0,0,0,1,1,0,0,14,1,0,3,1,0,0,1,0
621,42,0,1,0,0,0,0,1,52,1,0,1,1,1,0,1,0
622,20,0,0,0,1,1,0,0,15,1,1,3,1,1,0,1,0
623,21,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
624,21,1,0,0,1,0,0,1,16,1,0,3,0,0,0,1,0
625,61,1,1,0,0,0,0,1,32,1,0,1,0,0,0,1,0
626,57,1,0,1,0,0,1,0,12,1,0,2,0,0,0,1,0
627,21,1,1,0,0,0,0,1,77,0,0,1,0,1,0,0,1
628,26,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
629,33,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
630,80,1,1,0,0,0,0,1,30,1,0,1,0,1,0,1,0
631,51,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
632,32,1,1,0,0,1,0,0,30,1,0,1,0,1,0,1,0
633,33,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
634,9,0,0,0,1,0,0,1,27,0,2,3,3,0,1,0,0
635,28,1,0,1,0,0,0,1,13,0,0,2,0,1,0,0,1
636,32,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
637,31,0,0,1,0,0,0,1,26,1,1,2,1,0,0,1,0
638,41,0,0,0,1,0,0,1,39,0,5,3,0,0,0,0,1
639,33,0,0,0,1,0,0,1,16,1,0,3,1,0,0,1,0
640,20,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
641,24,1,1,0,0,1,0,0,69,0,0,1,0,1,0,0,1
642,2,0,0,0,1,0,0,1,27,0,2,3,3,0,1,0,0
643,33,1,0,0,1,0,0,1,56,1,0,3,0,1,0,1,0
644,0,0,0,0,1,1,0,0,19,0,1,3,2,1,1,0,0
645,48,0,1,0,0,1,0,0,76,1,0,1,1,1,0,1,0
646,19,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
647,56,1,1,0,0,1,0,0,35,1,0,1,0,1,0,1,0
648,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
649,23,1,0,0,1,0,0,1,7,0,0,3,0,1,0,0,1
650,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
651,18,0,0,1,0,0,0,1,23,0,1,2,0,1,0,0,1
652,21,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
653,32,1,0,0,1,0,1,0,7,0,0,3,0,1,0,0,1
654,18,1,0,0,1,0,1,0,6,0,0,3,0,0,0,0,1
655,24,0,0,1,0,0,0,1,73,1,0,2,2,0,0,1,0
656,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
657,32,0,0,0,1,0,1,0,15,0,1,3,1,0,0,0,1
658,23,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
659,58,0,1,0,0,1,0,0,113,1,2,1,0,0,0,1,0
660,50,0,1,0,0,0,0,1,133,1,0,1,2,1,0,1,0
661,40,1,0,0,1,1,0,0,7,1,0,3,0,0,0,1,0
662,47,1,1,0,0,0,0,1,25,1,0,1,0,0,0,1,0
663,36,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
664,20,0,0,0,1,0,0,1,7,1,0,3,1,1,0,1,0
665,32,0,0,1,0,0,0,1,73,1,0,2,2,0,0,1,0
666,25,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
667,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
668,43,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
669,32,0,1,0,0,0,0,1,52,0,0,1,1,1,0,0,1
670,40,0,0,1,0,0,0,1,39,0,1,2,1,1,0,0,1
671,31,0,1,0,0,0,0,1,52,1,0,1,1,0,0,1,0
672,70,1,0,1,0,0,0,1,10,1,0,2,0,0,0,1,0
673,31,1,0,1,0,0,0,1,13,1,0,2,0,1,0,1,0
674,33,1,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0
675,18,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
676,24,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
677,18,1,0,0,1,0,0,1,9,0,0,3,0,1,0,0,1
678,43,0,0,0,1,0,0,1,46,0,6,3,1,0,0,0,1
679,36,0,1,0,0,1,0,0,512,1,1,1,0,1,0,1,0
680,32,1,0,0,1,0,1,0,8,0,0,3,0,0,0,0,1
681,27,1,1,0,0,1,0,0,76,1,0,1,0,1,0,1,0
682,20,1,0,0,1,0,0,1,9,1,0,3,0,0,0,1,0
683,14,0,0,0,1,0,0,1,46,1,2,3,5,0,1,0,0
684,60,0,0,1,0,0,0,1,39,1,1,2,1,0,0,1,0
685,25,0,0,1,0,1,0,0,41,1,2,2,1,0,0,1,0
686,14,0,0,0,1,0,0,1,39,1,1,3,4,0,1,0,0
687,19,1,0,0,1,0,0,1,10,1,0,3,0,0,0,1,0
688,18,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
689,15,0,1,0,0,0,0,1,211,0,1,1,0,1,1,0,0
690,31,0,1,0,0,0,0,1,57,1,0,1,1,1,0,1,0
691,4,0,0,0,1,1,0,0,13,0,1,3,0,1,1,0,0
692,33,1,0,0,1,0,0,1,56,1,0,3,0,1,0,1,0
693,25,1,0,0,1,1,0,0,7,1,0,3,0,0,0,1,0
694,60,1,1,0,0,0,0,1,26,1,0,1,0,0,0,1,0
695,52,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
696,44,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
697,32,1,0,0,1,0,1,0,7,0,0,3,0,1,0,0,1
698,49,0,1,0,0,1,0,0,110,1,1,1,1,0,0,1,0
699,42,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
700,18,0,1,0,0,1,0,0,227,0,0,1,1,1,0,0,1
701,35,1,1,0,0,0,0,1,26,1,0,1,0,1,0,1,0
702,18,0,0,0,1,1,0,0,14,0,1,3,0,0,0,0,1
703,25,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
704,26,0,0,0,1,0,0,1,7,1,0,3,1,0,0,1,0
705,39,1,0,1,0,0,0,1,26,1,0,2,0,0,0,1,0
706,45,1,0,1,0,0,0,1,13,0,0,2,0,1,0,0,1
707,42,1,1,0,0,0,0,1,26,1,0,1,0,1,0,1,0
708,22,1,1,0,0,0,0,1,151,0,0,1,0,1,0,0,1
709,33,0,0,0,1,1,0,0,15,1,1,3,1,1,0,1,0
710,24,1,1,0,0,1,0,0,49,0,0,1,0,1,0,0,1
711,33,1,1,0,0,0,0,1,26,1,0,1,0,0,0,1,0
712,48,0,1,0,0,0,0,1,52,1,0,1,1,1,0,1,0
713,29,1,0,0,1,0,0,1,9,1,0,3,0,0,0,1,0
714,52,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
715,19,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
716,38,1,1,0,0,1,0,0,227,0,0,1,0,1,0,0,1
717,27,1,0,1,0,0,0,1,10,0,0,2,0,1,0,0,1
718,33,1,0,0,1,0,1,0,15,1,0,3,0,0,0,1,0
719,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
720,6,0,0,1,0,0,0,1,33,0,1,2,0,1,1,0,0
721,17,0,0,0,1,0,0,1,7,1,0,3,1,0,0,1,0
722,34,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
723,50,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
724,27,0,1,0,0,0,0,1,53,1,0,1,1,1,0,1,0
725,20,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
726,30,0,0,1,0,0,0,1,21,0,0,2,3,1,0,0,1
727,32,1,0,0,1,0,1,0,7,0,0,3,0,1,0,0,1
728,25,0,0,1,0,0,0,1,26,1,0,2,1,0,0,1,0
729,25,0,0,0,1,0,0,1,7,0,0,3,1,0,0,0,1
730,29,1,1,0,0,0,0,1,211,0,0,1,0,1,0,0,1
731,11,1,0,0,1,1,0,0,18,1,0,3,0,0,1,0,0
732,33,1,0,1,0,0,0,1,0,1,0,2,0,0,0,1,0
733,23,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
734,23,1,0,1,0,0,0,1,13,1,0,2,0,0,0,1,0
735,28,1,0,0,1,0,0,1,16,1,0,3,0,0,0,1,0
736,48,0,0,0,1,0,0,1,34,0,3,3,1,0,0,0,1
737,35,1,1,0,0,1,0,0,512,1,0,1,0,1,0,1,0
738,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
739,33,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
740,33,1,1,0,0,0,0,1,30,1,0,1,0,1,0,1,0
741,36,0,1,0,0,0,0,1,78,1,0,1,1,0,0,1,0
742,21,0,1,0,0,1,0,0,262,0,2,1,2,1,0,0,1
743,24,0,0,0,1,0,0,1,16,1,0,3,1,0,0,1,0
744,31,1,0,0,1,0,0,1,7,1,0,3,0,1,0,1,0
745,70,0,1,0,0,0,0,1,71,1,1,1,1,0,0,1,0
746,16,0,0,0,1,0,0,1,20,1,1,3,1,0,0,1,0
747,30,1,0,1,0,0,0,1,13,0,0,2,0,1,0,0,1
748,19,0,1,0,0,0,0,1,53,1,0,1,1,0,0,1,0
749,31,1,0,0,1,0,1,0,7,1,0,3,0,0,0,1,0
750,4,0,0,1,0,0,0,1,23,0,1,2,1,1,1,0,0
751,6,0,0,0,1,0,0,1,12,1,1,3,0,1,1,0,0
752,33,1,0,0,1,0,0,1,9,1,0,3,0,0,0,1,0
753,23,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
754,48,0,0,1,0,0,0,1,65,0,2,2,1,1,0,0,1
755,0,0,0,1,0,0,0,1,14,1,1,2,1,1,1,0,0
756,28,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
757,18,1,0,1,0,0,0,1,11,1,0,2,0,0,0,1,0
758,34,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
759,33,1,1,0,0,0,0,1,86,0,0,1,0,1,0,0,1
760,33,1,0,0,1,0,0,1,14,1,0,3,0,0,0,1,0
761,41,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
762,20,1,0,0,1,1,0,0,7,1,0,3,0,1,0,1,0
763,36,0,1,0,0,0,0,1,120,0,2,1,1,1,0,0,1
764,16,1,0,0,1,0,0,1,7,1,0,3,0,0,0,1,0
765,51,0,1,0,0,0,0,1,77,0,0,1,1,1,0,0,1
766,33,1,1,0,0,1,0,0,39,1,0,1,0,0,0,1,0
767,30,1,0,0,1,0,1,0,7,0,0,3,0,0,0,0,1
768,33,0,0,0,1,0,1,0,24,1,0,3,1,0,0,1,0
769,32,1,0,0,1,0,0,1,8,1,0,3,0,0,0,1,0
